"CubeId";"devkum"
"2006-07";"M1";"JPY100";"1.0777"
"2006-07";"M1";"HKD100";"15.86"
"2006-08";"M1";"EUR1";"1.576"
"2006-08";"M1";"GBP1";"2.3383"
"2006-08";"M1";"USD1";"1.2264"
"2006-08";"M1";"BRL100";"57.3"
"2006-08";"M1";"ZAR1";"0.1732"
"2006-08";"M1";"JPY100";"1.0458"
"2006-08";"M1";"HKD100";"15.7684"
"2006-09";"M1";"EUR1";"1.5868"
"2006-09";"M1";"GBP1";"2.3402"
"2006-09";"M1";"USD1";"1.2528"
"2006-09";"M1";"BRL100";"57.6"
"2006-09";"M1";"ZAR1";"0.162"
"2006-09";"M1";"JPY100";"1.0606"
"2006-09";"M1";"HKD100";"16.0799"
"2006-10";"M1";"EUR1";"1.5881"
"2006-10";"M1";"GBP1";"2.3784"
"2006-10";"M1";"USD1";"1.251"
"2006-10";"M1";"BRL100";"58.1"
"2006-10";"M1";"ZAR1";"0.1647"
"2006-10";"M1";"JPY100";"1.0628"
"2006-10";"M1";"HKD100";"16.0847"
"2006-11";"M1";"EUR1";"1.5917"
"2006-11";"M1";"GBP1";"2.3586"
"2006-11";"M1";"USD1";"1.2061"
"2006-11";"M1";"BRL100";"55.7"
"2006-11";"M1";"ZAR1";"0.1687"
"2006-11";"M1";"JPY100";"1.0379"
"2006-11";"M1";"HKD100";"15.5095"
"2006-12";"M1";"EUR1";"1.6059"
"2006-12";"M1";"GBP1";"2.3918"
"2006-12";"M1";"USD1";"1.2192"
"2006-12";"M1";"BRL100";"57.1"
"2006-12";"M1";"ZAR1";"0.1741"
"2006-12";"M1";"JPY100";"1.0251"
"2006-12";"M1";"HKD100";"15.677"
"2007-01";"M1";"EUR1";"1.6242"
"2007-01";"M1";"GBP1";"2.4523"
"2007-01";"M1";"USD1";"1.2557"
"2007-01";"M1";"BRL100";"58.9"
"2007-01";"M1";"ZAR1";"0.1715"
"2007-01";"M1";"JPY100";"1.0343"
"2007-01";"M1";"HKD100";"16.0839"
"2007-02";"M1";"EUR1";"1.6128"
"2007-02";"M1";"GBP1";"2.3889"
"2007-02";"M1";"USD1";"1.2222"
"2007-02";"M1";"BRL100";"56.9"
"2007-02";"M1";"ZAR1";"0.1689"
"2007-02";"M1";"JPY100";"1.0326"
"2007-02";"M1";"HKD100";"15.648"
"2007-03";"M1";"EUR1";"1.6247"
"2007-03";"M1";"GBP1";"2.3882"
"2007-03";"M1";"USD1";"1.2205"
"2007-03";"M1";"BRL100";"59.7"
"2007-03";"M1";"ZAR1";"0.1677"
"2007-03";"M1";"JPY100";"1.0333"
"2007-03";"M1";"HKD100";"15.6176"
"2007-04";"M1";"EUR1";"1.6435"
"2007-04";"M1";"GBP1";"2.4069"
"2007-04";"M1";"USD1";"1.2089"
"2007-04";"M1";"BRL100";"59.5"
"2007-04";"M1";"ZAR1";"0.1696"
"2007-04";"M1";"JPY100";"1.0104"
"2007-04";"M1";"HKD100";"15.4561"
"2007-05";"M1";"EUR1";"1.647"
"2007-05";"M1";"GBP1";"2.4205"
"2007-05";"M1";"USD1";"1.2253"
"2007-05";"M1";"BRL100";"63.1"
"2007-05";"M1";"ZAR1";"0.1706"
"2007-05";"M1";"JPY100";"1.007"
"2007-05";"M1";"HKD100";"15.6899"
"2007-06";"M1";"EUR1";"1.6568"
"2007-06";"M1";"GBP1";"2.4656"
"2007-06";"M1";"USD1";"1.2315"
"2007-06";"M1";"BRL100";"63.9"
"2007-06";"M1";"ZAR1";"0.1735"
"2007-06";"M1";"JPY100";"0.9976"
"2007-06";"M1";"HKD100";"15.7547"
"2007-07";"M1";"EUR1";"1.6504"
"2007-07";"M1";"GBP1";"2.4429"
"2007-07";"M1";"USD1";"1.2038"
"2007-07";"M1";"BRL100";"64.1"
"2007-07";"M1";"ZAR1";"0.1688"
"2007-07";"M1";"JPY100";"1.0109"
"2007-07";"M1";"HKD100";"15.3832"
"2007-08";"M1";"EUR1";"1.6467"
"2007-08";"M1";"GBP1";"2.4284"
"2007-08";"M1";"USD1";"1.2059"
"2007-08";"M1";"BRL100";"61.3"
"2007-08";"M1";"ZAR1";"0.1692"
"2007-08";"M1";"JPY100";"1.037"
"2007-08";"M1";"HKD100";"15.4642"
"2007-09";"M1";"EUR1";"1.6594"
"2007-09";"M1";"GBP1";"2.3746"
"2007-09";"M1";"USD1";"1.1712"
"2007-09";"M1";"BRL100";"63.4"
"2007-09";"M1";"ZAR1";"0.1701"
"2007-09";"M1";"JPY100";"1.0151"
"2007-09";"M1";"HKD100";"15.0889"
"2007-10";"M1";"EUR1";"1.6735"
"2007-10";"M1";"GBP1";"2.4016"
"2007-10";"M1";"USD1";"1.1588"
"2007-10";"M1";"BRL100";"66"
"2007-10";"M1";"ZAR1";"0.1772"
"2007-10";"M1";"JPY100";"1.006"
"2007-10";"M1";"HKD100";"14.9515"
"2007-11";"M1";"EUR1";"1.6522"
"2007-11";"M1";"GBP1";"2.314"
"2007-11";"M1";"USD1";"1.1203"
"2007-11";"M1";"BRL100";"62.7"
"2007-11";"M1";"ZAR1";"0.1648"
"2007-11";"M1";"JPY100";"1.0166"
"2007-11";"M1";"HKD100";"14.3798"
"2007-12";"M1";"EUR1";"1.6571"
"2007-12";"M1";"GBP1";"2.2495"
"2007-12";"M1";"USD1";"1.1264"
"2007-12";"M1";"BRL100";"63.2"
"2007-12";"M1";"ZAR1";"0.1647"
"2007-12";"M1";"JPY100";"1.0046"
"2007-12";"M1";"HKD100";"14.4412"
"2008-01";"M1";"EUR1";"1.6066"
"2008-01";"M1";"GBP1";"2.1498"
"2008-01";"M1";"USD1";"1.0823"
"2008-01";"M1";"BRL100";"61.5"
"2008-01";"M1";"ZAR1";"0.146"
"2008-01";"M1";"JPY100";"1.0166"
"2008-01";"M1";"HKD100";"13.8739"
"2008-02";"M1";"EUR1";"1.5952"
"2008-02";"M1";"GBP1";"2.0812"
"2008-02";"M1";"USD1";"1.0483"
"2008-02";"M1";"BRL100";"62.7"
"2008-02";"M1";"ZAR1";"0.1374"
"2008-02";"M1";"JPY100";"1.004"
"2008-02";"M1";"HKD100";"13.4705"
"2008-03";"M1";"EUR1";"1.5698"
"2008-03";"M1";"GBP1";"1.9716"
"2008-03";"M1";"USD1";"0.9929"
"2008-03";"M1";"BRL100";"56.9"
"2008-03";"M1";"ZAR1";"0.122"
"2008-03";"M1";"JPY100";"1"
"2008-03";"M1";"HKD100";"12.754"
"2008-04";"M1";"EUR1";"1.6141"
"2008-04";"M1";"GBP1";"2.0401"
"2008-04";"M1";"USD1";"1.0372"
"2008-04";"M1";"BRL100";"60.8"
"2008-04";"M1";"ZAR1";"0.1365"
"2008-04";"M1";"JPY100";"0.9961"
"2008-04";"M1";"HKD100";"13.3068"
"2008-05";"M1";"EUR1";"1.6275"
"2008-05";"M1";"GBP1";"2.0727"
"2008-05";"M1";"USD1";"1.0514"
"2008-05";"M1";"BRL100";"64.2"
"2008-05";"M1";"ZAR1";"0.1382"
"2008-05";"M1";"JPY100";"0.9965"
"2008-05";"M1";"HKD100";"13.4705"
"2008-06";"M1";"EUR1";"1.6057"
"2008-06";"M1";"GBP1";"2.0248"
"2008-06";"M1";"USD1";"1.0155"
"2008-06";"M1";"BRL100";"63.6"
"2008-06";"M1";"ZAR1";"0.1289"
"2008-06";"M1";"JPY100";"0.9652"
"2008-06";"M1";"HKD100";"13.0199"
"2008-07";"M1";"EUR1";"1.6345"
"2008-07";"M1";"GBP1";"2.0725"
"2008-07";"M1";"USD1";"1.047"
"2008-07";"M1";"BRL100";"67"
"2008-07";"M1";"ZAR1";"0.1415"
"2008-07";"M1";"JPY100";"0.9678"
"2008-07";"M1";"HKD100";"13.4177"
"2008-08";"M1";"EUR1";"1.6134"
"2008-08";"M1";"GBP1";"2.0009"
"2008-08";"M1";"USD1";"1.0935"
"2008-08";"M1";"BRL100";"66.9"
"2008-08";"M1";"ZAR1";"0.1426"
"2008-08";"M1";"JPY100";"1.0075"
"2008-08";"M1";"HKD100";"14.005"
"2008-09";"M1";"EUR1";"1.5781"
"2008-09";"M1";"GBP1";"1.985"
"2008-09";"M1";"USD1";"1.0986"
"2008-09";"M1";"BRL100";"56"
"2008-09";"M1";"ZAR1";"0.1318"
"2008-09";"M1";"JPY100";"1.0482"
"2008-09";"M1";"HKD100";"14.1468"
"2008-10";"M1";"EUR1";"1.4629"
"2008-10";"M1";"GBP1";"1.8595"
"2008-10";"M1";"USD1";"1.1489"
"2008-10";"M1";"BRL100";"54.5"
"2008-10";"M1";"ZAR1";"0.1139"
"2008-10";"M1";"JPY100";"1.1853"
"2008-10";"M1";"HKD100";"14.8218"
"2008-11";"M1";"EUR1";"1.5478"
"2008-11";"M1";"GBP1";"1.8497"
"2008-11";"M1";"USD1";"1.2026"
"2008-11";"M1";"BRL100";"52.3"
"2008-11";"M1";"ZAR1";"0.1207"
"2008-11";"M1";"JPY100";"1.2619"
"2008-11";"M1";"HKD100";"15.5166"
"2008-12";"M1";"EUR1";"1.4873"
"2008-12";"M1";"GBP1";"1.5272"
"2008-12";"M1";"USD1";"1.0562"
"2008-12";"M1";"BRL100";"45.3"
"2008-12";"M1";"ZAR1";"0.1127"
"2008-12";"M1";"JPY100";"1.1698"
"2008-12";"M1";"HKD100";"13.6277"
"2009-01";"M1";"EUR1";"1.4866"
"2009-01";"M1";"GBP1";"1.6518"
"2009-01";"M1";"USD1";"1.1552"
"2009-01";"M1";"BRL100";"50.3"
"2009-01";"M1";"ZAR1";"0.114"
"2009-01";"M1";"JPY100";"1.291"
"2009-01";"M1";"HKD100";"14.8947"
"2009-02";"M1";"EUR1";"1.4852"
"2009-02";"M1";"GBP1";"1.6643"
"2009-02";"M1";"USD1";"1.1722"
"2009-02";"M1";"BRL100";"49.8"
"2009-02";"M1";"ZAR1";"0.118"
"2009-02";"M1";"JPY100";"1.2042"
"2009-02";"M1";"HKD100";"15.1166"
"2009-03";"M1";"EUR1";"1.516"
"2009-03";"M1";"GBP1";"1.6289"
"2009-03";"M1";"USD1";"1.1415"
"2009-03";"M1";"BRL100";"49"
"2009-03";"M1";"ZAR1";"0.1185"
"2009-03";"M1";"JPY100";"1.1618"
"2009-03";"M1";"HKD100";"14.7279"
"2009-04";"M1";"EUR1";"1.5103"
"2009-04";"M1";"GBP1";"1.6845"
"2009-04";"M1";"USD1";"1.1306"
"2009-04";"M1";"BRL100";"51.9"
"2009-04";"M1";"ZAR1";"0.1338"
"2009-04";"M1";"JPY100";"1.1575"
"2009-04";"M1";"HKD100";"14.5878"
"2009-05";"M1";"EUR1";"1.5135"
"2009-05";"M1";"GBP1";"1.7353"
"2009-05";"M1";"USD1";"1.0808"
"2009-05";"M1";"BRL100";"53.6"
"2009-05";"M1";"ZAR1";"0.1352"
"2009-05";"M1";"JPY100";"1.121"
"2009-05";"M1";"HKD100";"13.9402"
"2009-06";"M1";"EUR1";"1.5241"
"2009-06";"M1";"GBP1";"1.798"
"2009-06";"M1";"USD1";"1.0815"
"2009-06";"M1";"BRL100";"55.3"
"2009-06";"M1";"ZAR1";"0.139"
"2009-06";"M1";"JPY100";"1.1326"
"2009-06";"M1";"HKD100";"13.9538"
"2009-07";"M1";"EUR1";"1.5342"
"2009-07";"M1";"GBP1";"1.7997"
"2009-07";"M1";"USD1";"1.0883"
"2009-07";"M1";"BRL100";"57.8"
"2009-07";"M1";"ZAR1";"0.1392"
"2009-07";"M1";"JPY100";"1.1374"
"2009-07";"M1";"HKD100";"14.0417"
"2009-08";"M1";"EUR1";"1.5162"
"2009-08";"M1";"GBP1";"1.7205"
"2009-08";"M1";"USD1";"1.0618"
"2009-08";"M1";"BRL100";"56.4"
"2009-08";"M1";"ZAR1";"0.1363"
"2009-08";"M1";"JPY100";"1.1431"
"2009-08";"M1";"HKD100";"13.6987"
"2009-09";"M1";"EUR1";"1.5096"
"2009-09";"M1";"GBP1";"1.66"
"2009-09";"M1";"USD1";"1.0327"
"2009-09";"M1";"BRL100";"57.7"
"2009-09";"M1";"ZAR1";"0.1393"
"2009-09";"M1";"JPY100";"1.1521"
"2009-09";"M1";"HKD100";"13.3243"
"2009-10";"M1";"EUR1";"1.5102"
"2009-10";"M1";"GBP1";"1.6856"
"2009-10";"M1";"USD1";"1.0178"
"2009-10";"M1";"BRL100";"58.7"
"2009-10";"M1";"ZAR1";"0.1318"
"2009-10";"M1";"JPY100";"1.1194"
"2009-10";"M1";"HKD100";"13.1317"
"2009-11";"M1";"EUR1";"1.5073"
"2009-11";"M1";"GBP1";"1.655"
"2009-11";"M1";"USD1";"1.0018"
"2009-11";"M1";"BRL100";"57.4"
"2009-11";"M1";"ZAR1";"0.1355"
"2009-11";"M1";"JPY100";"1.1629"
"2009-11";"M1";"HKD100";"12.9255"
"2009-12";"M1";"EUR1";"1.4844"
"2009-12";"M1";"GBP1";"1.66"
"2009-12";"M1";"USD1";"1.0293"
"2009-12";"M1";"BRL100";"59.1"
"2009-12";"M1";"ZAR1";"0.1392"
"2009-12";"M1";"JPY100";"1.1153"
"2009-12";"M1";"HKD100";"13.2722"
"2010-01";"M1";"EUR1";"1.4678"
"2010-01";"M1";"GBP1";"1.6959"
"2010-01";"M1";"USD1";"1.0504"
"2010-01";"M1";"BRL100";"56.1"
"2010-01";"M1";"ZAR1";"0.1385"
"2010-01";"M1";"JPY100";"1.1634"
"2010-01";"M1";"HKD100";"13.5213"
"2010-02";"M1";"EUR1";"1.4633"
"2010-02";"M1";"GBP1";"1.6483"
"2010-02";"M1";"USD1";"1.0772"
"2010-02";"M1";"BRL100";"59"
"2010-02";"M1";"ZAR1";"0.1389"
"2010-02";"M1";"JPY100";"1.2072"
"2010-02";"M1";"HKD100";"13.8759"
"2010-03";"M1";"EUR1";"1.4308"
"2010-03";"M1";"GBP1";"1.6078"
"2010-03";"M1";"USD1";"1.0646"
"2010-03";"M1";"BRL100";"59.4"
"2010-03";"M1";"ZAR1";"0.1453"
"2010-03";"M1";"JPY100";"1.1413"
"2010-03";"M1";"HKD100";"13.7122"
"2010-04";"M1";"EUR1";"1.4348"
"2010-04";"M1";"GBP1";"1.6574"
"2010-04";"M1";"USD1";"1.0793"
"2010-04";"M1";"BRL100";"62.4"
"2010-04";"M1";"ZAR1";"0.1473"
"2010-04";"M1";"JPY100";"1.1455"
"2010-04";"M1";"HKD100";"13.9017"
"2010-05";"M1";"EUR1";"1.4231"
"2010-05";"M1";"GBP1";"1.6764"
"2010-05";"M1";"USD1";"1.1564"
"2010-05";"M1";"BRL100";"63.7"
"2010-05";"M1";"ZAR1";"0.1514"
"2010-05";"M1";"JPY100";"1.2641"
"2010-05";"M1";"HKD100";"14.8405"
"2010-06";"M1";"EUR1";"1.3225"
"2010-06";"M1";"GBP1";"1.6261"
"2010-06";"M1";"USD1";"1.081"
"2010-06";"M1";"BRL100";"59.8"
"2010-06";"M1";"ZAR1";"0.1409"
"2010-06";"M1";"JPY100";"1.2194"
"2010-06";"M1";"HKD100";"13.8866"
"2010-07";"M1";"EUR1";"1.3531"
"2010-07";"M1";"GBP1";"1.6211"
"2010-07";"M1";"USD1";"1.0378"
"2010-07";"M1";"BRL100";"59"
"2010-07";"M1";"ZAR1";"0.1412"
"2010-07";"M1";"JPY100";"1.2028"
"2010-07";"M1";"HKD100";"13.3606"
"2010-08";"M1";"EUR1";"1.2936"
"2010-08";"M1";"GBP1";"1.5744"
"2010-08";"M1";"USD1";"1.0203"
"2010-08";"M1";"BRL100";"58"
"2010-08";"M1";"ZAR1";"0.1381"
"2010-08";"M1";"JPY100";"1.21"
"2010-08";"M1";"HKD100";"13.1134"
"2010-09";"M1";"EUR1";"1.3302"
"2010-09";"M1";"GBP1";"1.551"
"2010-09";"M1";"USD1";"0.9772"
"2010-09";"M1";"BRL100";"57.4"
"2010-09";"M1";"ZAR1";"0.1402"
"2010-09";"M1";"JPY100";"1.173"
"2010-09";"M1";"HKD100";"12.5905"
"2010-10";"M1";"EUR1";"1.3687"
"2010-10";"M1";"GBP1";"1.5706"
"2010-10";"M1";"USD1";"0.989"
"2010-10";"M1";"BRL100";"58"
"2010-10";"M1";"ZAR1";"0.1407"
"2010-10";"M1";"JPY100";"1.2257"
"2010-10";"M1";"HKD100";"12.7498"
"2010-11";"M1";"EUR1";"1.2996"
"2010-11";"M1";"GBP1";"1.55"
"2010-11";"M1";"USD1";"0.9987"
"2010-11";"M1";"BRL100";"58.1"
"2010-11";"M1";"ZAR1";"0.1394"
"2010-11";"M1";"JPY100";"1.1877"
"2010-11";"M1";"HKD100";"12.8577"
"2010-12";"M1";"EUR1";"1.2507"
"2010-12";"M1";"GBP1";"1.4489"
"2010-12";"M1";"USD1";"0.9366"
"2010-12";"M1";"BRL100";"56.4"
"2010-12";"M1";"ZAR1";"0.1406"
"2010-12";"M1";"JPY100";"1.1503"
"2010-12";"M1";"HKD100";"12.048"
"2011-01";"M1";"EUR1";"1.2852"
"2011-01";"M1";"GBP1";"1.4953"
"2011-01";"M1";"USD1";"0.9427"
"2011-01";"M1";"BRL100";"55.9"
"2011-01";"M1";"ZAR1";"0.1315"
"2011-01";"M1";"JPY100";"1.1467"
"2011-01";"M1";"HKD100";"12.0885"
"2011-02";"M1";"EUR1";"1.2806"
"2011-02";"M1";"GBP1";"1.4996"
"2011-02";"M1";"USD1";"0.9261"
"2011-02";"M1";"BRL100";"55.7"
"2011-02";"M1";"ZAR1";"0.1326"
"2011-02";"M1";"JPY100";"1.1324"
"2011-02";"M1";"HKD100";"11.8868"
"2011-03";"M1";"EUR1";"1.29873"
"2011-03";"M1";"GBP1";"1.4761"
"2011-03";"M1";"USD1";"0.91544"
"2011-03";"M1";"BRL100";"56.2"
"2011-03";"M1";"ZAR1";"0.1346"
"2011-03";"M1";"JPY100";"1.1059"
"2011-03";"M1";"HKD100";"11.7589"
"2011-04";"M1";"EUR1";"1.2899"
"2011-04";"M1";"GBP1";"1.4487"
"2011-04";"M1";"USD1";"0.86892"
"2011-04";"M1";"BRL100";"54.9"
"2011-04";"M1";"ZAR1";"0.1311"
"2011-04";"M1";"JPY100";"1.0664"
"2011-04";"M1";"HKD100";"11.182"
"2011-05";"M1";"EUR1";"1.226"
"2011-05";"M1";"GBP1";"1.4041"
"2011-05";"M1";"USD1";"0.85053"
"2011-05";"M1";"BRL100";"53.5"
"2011-05";"M1";"ZAR1";"0.1233"
"2011-05";"M1";"JPY100";"1.0422"
"2011-05";"M1";"HKD100";"10.9341"
"2011-06";"M1";"EUR1";"1.208"
"2011-06";"M1";"GBP1";"1.3355"
"2011-06";"M1";"USD1";"0.83409"
"2011-06";"M1";"BRL100";"53.2"
"2011-06";"M1";"ZAR1";"0.1228"
"2011-06";"M1";"JPY100";"1.0371"
"2011-06";"M1";"HKD100";"10.7165"
"2011-07";"M1";"EUR1";"1.1454"
"2011-07";"M1";"GBP1";"1.3054"
"2011-07";"M1";"USD1";"0.80174"
"2011-07";"M1";"BRL100";"51.1"
"2011-07";"M1";"ZAR1";"0.1183"
"2011-07";"M1";"JPY100";"1.0334"
"2011-07";"M1";"HKD100";"10.285"
"2011-08";"M1";"EUR1";"1.1722"
"2011-08";"M1";"GBP1";"1.3218"
"2011-08";"M1";"USD1";"0.8118"
"2011-08";"M1";"BRL100";"50.9"
"2011-08";"M1";"ZAR1";"0.116"
"2011-08";"M1";"JPY100";"1.0605"
"2011-08";"M1";"HKD100";"10.4249"
"2011-09";"M1";"EUR1";"1.21932"
"2011-09";"M1";"GBP1";"1.4051"
"2011-09";"M1";"USD1";"0.9006"
"2011-09";"M1";"BRL100";"49"
"2011-09";"M1";"ZAR1";"0.1122"
"2011-09";"M1";"JPY100";"1.1721"
"2011-09";"M1";"HKD100";"11.5678"
"2011-10";"M1";"EUR1";"1.21964"
"2011-10";"M1";"GBP1";"1.395"
"2011-10";"M1";"USD1";"0.8711"
"2011-10";"M1";"BRL100";"52"
"2011-10";"M1";"ZAR1";"0.111"
"2011-10";"M1";"JPY100";"1.1173"
"2011-10";"M1";"HKD100";"11.2172"
"2011-11";"M1";"EUR1";"1.226"
"2011-11";"M1";"GBP1";"1.4344"
"2011-11";"M1";"USD1";"0.9226"
"2011-11";"M1";"BRL100";"49.9"
"2011-11";"M1";"ZAR1";"0.1096"
"2011-11";"M1";"JPY100";"1.1822"
"2011-11";"M1";"HKD100";"11.8554"
"2011-12";"M1";"EUR1";"1.2158"
"2011-12";"M1";"GBP1";"1.4502"
"2011-12";"M1";"USD1";"0.9403"
"2011-12";"M1";"BRL100";"50.4"
"2011-12";"M1";"ZAR1";"0.116"
"2011-12";"M1";"JPY100";"1.2132"
"2011-12";"M1";"HKD100";"12.1045"
"2012-01";"M1";"EUR1";"1.20571"
"2012-01";"M1";"GBP1";"1.4399"
"2012-01";"M1";"USD1";"0.9138"
"2012-01";"M1";"BRL100";"52.3"
"2012-01";"M1";"ZAR1";"0.1175"
"2012-01";"M1";"JPY100";"1.198"
"2012-01";"M1";"HKD100";"11.7812"
"2012-02";"M1";"EUR1";"1.20534"
"2012-02";"M1";"GBP1";"1.4267"
"2012-02";"M1";"USD1";"0.8955"
"2012-02";"M1";"BRL100";"52.7"
"2012-02";"M1";"ZAR1";"0.12"
"2012-02";"M1";"JPY100";"1.111"
"2012-02";"M1";"HKD100";"11.5464"
"2012-03";"M1";"EUR1";"1.2048"
"2012-03";"M1";"GBP1";"1.4446"
"2012-03";"M1";"USD1";"0.903"
"2012-03";"M1";"BRL100";"49.5"
"2012-03";"M1";"ZAR1";"0.1174"
"2012-03";"M1";"JPY100";"1.0984"
"2012-03";"M1";"HKD100";"11.632"
"2012-04";"M1";"EUR1";"1.20129"
"2012-04";"M1";"GBP1";"1.4773"
"2012-04";"M1";"USD1";"0.9073"
"2012-04";"M1";"BRL100";"48"
"2012-04";"M1";"ZAR1";"0.1171"
"2012-04";"M1";"JPY100";"1.1318"
"2012-04";"M1";"HKD100";"11.6925"
"2012-05";"M1";"EUR1";"1.20105"
"2012-05";"M1";"GBP1";"1.5011"
"2012-05";"M1";"USD1";"0.9675"
"2012-05";"M1";"BRL100";"48"
"2012-05";"M1";"ZAR1";"0.1132"
"2012-05";"M1";"JPY100";"1.2271"
"2012-05";"M1";"HKD100";"12.4661"
"2012-06";"M1";"EUR1";"1.20128"
"2012-06";"M1";"GBP1";"1.4919"
"2012-06";"M1";"USD1";"0.9555"
"2012-06";"M1";"BRL100";"45.9"
"2012-06";"M1";"ZAR1";"0.1157"
"2012-06";"M1";"JPY100";"1.2012"
"2012-06";"M1";"HKD100";"12.3127"
"2012-07";"M1";"EUR1";"1.20105"
"2012-07";"M1";"GBP1";"1.5367"
"2012-07";"M1";"USD1";"0.9796"
"2012-07";"M1";"BRL100";"48"
"2012-07";"M1";"ZAR1";"0.1193"
"2012-07";"M1";"JPY100";"1.2512"
"2012-07";"M1";"HKD100";"12.635"
"2012-08";"M1";"EUR1";"1.20085"
"2012-08";"M1";"GBP1";"1.5151"
"2012-08";"M1";"USD1";"0.9579"
"2012-08";"M1";"BRL100";"46.7"
"2012-08";"M1";"ZAR1";"0.1138"
"2012-08";"M1";"JPY100";"1.2187"
"2012-08";"M1";"HKD100";"12.3393"
"2012-09";"M1";"EUR1";"1.2098"
"2012-09";"M1";"GBP1";"1.5175"
"2012-09";"M1";"USD1";"0.9351"
"2012-09";"M1";"BRL100";"46"
"2012-09";"M1";"ZAR1";"0.1136"
"2012-09";"M1";"JPY100";"1.2043"
"2012-09";"M1";"HKD100";"12.0604"
"2012-10";"M1";"EUR1";"1.20774"
"2012-10";"M1";"GBP1";"1.4965"
"2012-10";"M1";"USD1";"0.9287"
"2012-10";"M1";"BRL100";"45.7"
"2012-10";"M1";"ZAR1";"0.1075"
"2012-10";"M1";"JPY100";"1.1642"
"2012-10";"M1";"HKD100";"11.984"
"2012-11";"M1";"EUR1";"1.20443"
"2012-11";"M1";"GBP1";"1.4852"
"2012-11";"M1";"USD1";"0.925"
"2012-11";"M1";"BRL100";"44.1"
"2012-11";"M1";"ZAR1";"0.1055"
"2012-11";"M1";"JPY100";"1.1213"
"2012-11";"M1";"HKD100";"11.934"
"2012-12";"M1";"EUR1";"1.2072"
"2012-12";"M1";"GBP1";"1.4794"
"2012-12";"M1";"USD1";"0.9153"
"2012-12";"M1";"BRL100";"44.7"
"2012-12";"M1";"ZAR1";"0.1076"
"2012-12";"M1";"JPY100";"1.0631"
"2012-12";"M1";"HKD100";"11.8083"
"2013-01";"M1";"EUR1";"1.23542"
"2013-01";"M1";"GBP1";"1.4423"
"2013-01";"M1";"USD1";"0.9109"
"2013-01";"M1";"BRL100";"45.8"
"2013-01";"M1";"ZAR1";"0.1014"
"2013-01";"M1";"JPY100";"1.0012"
"2013-01";"M1";"HKD100";"11.7413"
"2013-02";"M1";"EUR1";"1.22002"
"2013-02";"M1";"GBP1";"1.4093"
"2013-02";"M1";"USD1";"0.9298"
"2013-02";"M1";"BRL100";"47"
"2013-02";"M1";"ZAR1";"0.1051"
